OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2012-09-29-Mg,Sample-Routine,Water,,2012-09-29,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324537,,,Magnesium,Dissolved,1.28,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2012-09-29-Mg/results/906324537/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:31,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-10-28-Ca,Sample-Routine,Water,,2012-10-28,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321652,,,Calcium,Dissolved,19.4,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-10-28-Ca/results/906321652/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:47,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-7-16,Field Msr/Obs,Water,,2012-07-16,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183681,,,Turbidity,,23.32,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-16,,,,,,,2015-03-20T10:17:27,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1211011345.000S,Sample-Routine,Water,Surface Water,2012-11-01,13:45:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cold, cloudy, breezy, low water, good flow",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558082426,,,Volatile suspended solids,Total,5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,160.4,USEPA,Volatile Residue,,https://www.nemi.gov/methods/method_summary/5215/,MN00918,1901-01-01,,,,,,,2016-06-06T10:42:09,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2012-7-16,Field Msr/Obs,Water,,2012-07-16,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410870224,,,"Temperature, water",,24.01,deg C,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-16,,,,,,,2015-03-13T10:08:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2012-09-29-K,Sample-Routine,Water,,2012-09-29,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906326427,,,Potassium,Dissolved,0.718,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2012-09-29-K/results/906326427/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:36:58,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-12-09-TSS,Sample-Routine,Water,,2012-12-09,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332100,Present Below Quantification Limit,,Total suspended solids,Suspended,,mg/L,,Final,,Actual,,,,,,,,,,"analytical method not provided; cited common method, reported value = 2",,,,,,,,,,160.2_M,USEPA,160.2 M ~ Total Suspended Solids,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-12-09-TSS/results/906332100/resdetectqntlmts,Method Detection Level,4,mg/L,,2021-08-03T15:38:15,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2012-5-25,Field Msr/Obs,Water,,2012-05-25,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410870175,,,Turbidity,,0.19,NTU,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-25,,,,,,,2015-03-13T10:08:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W51-2012-08-06-Mg,Sample-Routine,Water,,2012-08-06,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W51,Tulsequah River 4,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7315200000,-133.6046000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332211,,,Magnesium,Total,3.9,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W51-2012-08-06-Mg/results/906332211/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:38:17,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2012-9-14,Field Msr/Obs,Water,,2012-09-14,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869703,,,Salinity,,0.14,ppt,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-14,,,,,,,2015-03-13T10:08:23,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-13233:20120627:YUYDA1A:SR:WB,Sample-Routine,Water,,2012-06-27,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-YUYDA1A,Yukon River above Dawson,,,,,64.0283370000,-139.4781310000,Grab Sample_Bottle,YRITWC,Grab Sample Method,Samples taken at one time. Collection bottle rinsed three times with stream water before collection. Samples then filtered through washed syringe before placing into specified sample containers,Water Bottle,STORET-906964094,Not Reported,as NH4,Ammonium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I2057,USDOI/USGS,I-2057 ~ Anions in Water by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/5536/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/YRITWC/activities/YRITWC-13233%3A20120627%3AYUYDA1A%3ASR%3AWB/results/906964094/resdetectqntlmts,Lower Quantitation Limit,.050,mg/L,,2021-08-09T20:09:01,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-10-31,Field Msr/Obs,Water,,2012-10-31,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183799,,,"Temperature, water",,12.00,deg C,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-31,,,,,,,2015-03-20T10:17:28,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-12-25-Alk,Sample-Routine,Water,,2012-12-25,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332851,,as CaCO3,"Alkalinity, total",,55,mg/L,,Final,,Actual,,,,,,,,,,analytical method not provided,,,,,,,,,,I2030,USDOI/USGS,Alkalinity in Water by Titration,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-12-25-Alk/results/906332851/resdetectqntlmts,Method Detection Level,1000,mg/L,,2021-08-03T15:38:31,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1212031250.000S,Sample-Routine,Water,Surface Water,2012-12-03,12:50:00,CST,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cold, cloudy, open water in middle of channel",,,,49.0027110000,-97.2221580000,G,MNPCA,"Grab sample.  Submerge and fill a water sampling vessel, or sample directly into the sample bottle provided by the an...",,Van Dorn Bottle,STORET-558082417,,as N,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.703,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,MN00918,1901-01-01,,,,,,,2016-06-06T10:42:09,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-8-30,Field Msr/Obs,Water,,2012-08-30,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183713,,,pH,,-66.88,mV,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-30,,,,,,,2015-03-20T10:17:27,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-3-19,Field Msr/Obs,Water,,2012-03-19,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183475,,,Turbidity,,3.21,NTU,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-19,,,,,,,2015-03-20T10:17:26,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W46-2012-04-09-Ca,Sample-Routine,Water,,2012-04-09,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W46,Tulsequah River 3,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7337500000,-133.6016000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906321630,,,Calcium,Total,39.6,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,3500-CA(C),APHA,3500 CA C  ~ Calcium in Water by ICP,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W46-2012-04-09-Ca/results/906321630/resdetectqntlmts,Method Detection Level,10,ug/L,,2021-08-03T15:35:46,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2012-7-16,Field Msr/Obs,Water,,2012-07-16,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869670,,,Dissolved oxygen (DO),,107.62,%,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-16,,,,,,,2015-03-13T10:08:23,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2012-8-30,Field Msr/Obs,Water,,2012-08-30,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869689,,,pH,,-85.50,mV,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-30,,,,,,,2015-03-13T10:08:23,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W10-2012-11-10-Na,Sample-Routine,Water,,2012-11-10,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W10,Tulsequah River 1,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7663300000,-133.6486000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906327789,,,Sodium,Total,0.964,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W10-2012-11-10-Na/results/906327789/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:15,STORET
YRITWC,Yukon River Inter-Tribal Watershed Council (Tribal),YRITWC-TACFA1B:20120604:13162:FM:PS,Field Msr/Obs,Water,,2012-06-04,,,,,,,,,,,,,,ION,Indigenous Observation Network,,YRITWC-TACFA1B,Tagish River,,,,,60.2934280000,-134.2624720000,Field Sample_Meter,YRITWC,Field Sample,Field characteristics taken with meter,Probe/Sensor,STORET-903170946,,,Conductivity,,86.3,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-19T18:13:52,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-11-29,Field Msr/Obs,Water,,2012-11-29,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183841,,,pH,,18.00,mV,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-29,,,,,,,2015-03-20T10:17:28,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1212031250.000F,Field Msr/Obs,Water,Surface Water,2012-12-03,12:50:00,CST,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cold, cloudy, open water in middle of channel",,,,49.0027110000,-97.2221580000,,,,,,STORET-254570012,,,Dissolved oxygen (DO),Total,14.58,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2012-12-03,,,,,,,2013-08-13T17:22:23,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-STRI2012-5-25,Field Msr/Obs,Water,,2012-05-25,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-STRI,St. Regis Island,,,,,45.0309200000,-74.6080000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410870176,,,Dissolved oxygen (DO),,113.25,%,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-25,,,,,,,2015-03-13T10:08:29,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2012-11-25-Na,Sample-Routine,Water,,2012-11-25,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906328074,,,Sodium,Dissolved,1.8,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2012-11-25-Na/results/906328074/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:18,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-MCAWP2012-7-2,Field Msr/Obs,Water,,2012-07-02,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-MCAWP,MCA Water Plant,,,,,45.0049900000,-74.6515000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869657,,,Dissolved oxygen (DO),,110.42,%,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-07-02,,,,,,,2015-03-13T10:08:22,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-SR0042012-5-15,Field Msr/Obs,Water,,2012-05-15,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-SR004,St. Regis 004 Sesi Mitchell,,,,,45.0015500000,-74.6399000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-412183554,,,pH,,8.13,None,,Final,Geometric Mean,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-15,,,,,,,2015-03-20T10:17:26,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2012-10-28-Mg,Sample-Routine,Water,,2012-10-28,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906324651,,,Magnesium,Total,2.01,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8. Result Detection Limit based off The Standard Methods,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2012-10-28-Mg/results/906324651/resdetectqntlmts,Method Detection Level,30,ug/L,,2021-08-03T15:36:33,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1211011345.000F,Field Msr/Obs,Water,Surface Water,2012-11-01,13:45:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200","Cold, cloudy, breezy, low water, good flow",,,,49.0027110000,-97.2221580000,,,,,,STORET-302529968,,,pH,Total,8.24,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2012-11-01,,,,,,,2014-05-03T16:18:15,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2012-11-06-Na,Sample-Routine,Water,,2012-11-06,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906328071,,,Sodium,Total,1.09,ug/L,,Final,,Actual,,,,,,,,,,specific ICPMS method not given. 6020 is cited here because it covers more metals than 200.8.,,,,,,,,,,6020,USEPA,Inductively Coupled Plasma - Mass Spec.,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2012-11-06-Na/results/906328071/resdetectqntlmts,Method Detection Level,2,ug/L,,2021-08-03T15:37:18,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S007-127.1210111259.000F,Field Msr/Obs,Water,Surface Water,2012-10-11,12:59:00,CDT,,,,,,,,,,,,PRJ00330,Watershed Pollutant Load Monitoring Network (WPLMN),,MNPCA-S007-127,"RED R OF THE NORTH AT EMERSON, MANITOBA. MANITOBA 200",,,,,49.0027110000,-97.2221580000,,,,,,STORET-254280642,,,Stream recreational suitability (choice list),Total,3.FAIR,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,FLD,MNPCA,"Field measurement/observation, generic method",,,,2012-10-11,,,,,,,2013-08-12T19:51:29,STORET
SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),SRMTWRP_WQX-ADMA2012-5-25,Field Msr/Obs,Water,,2012-05-25,,,,,,,,,,,,,,SRMT_106 Monitoring,SRMT_106 Monitoring,,SRMTWRP_WQX-ADMA,Adams Marina,,,,,45.0202300000,-74.5900000000,MS5_Sampling,SRMTWRP_WQX,sample collection procedure,,Probe/Sensor,STORET-410869420,,,"Temperature, water",,0.01,deg C,,Final,Standard Deviation,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-25,,,,,,,2015-03-13T10:08:18,STORET
AKDECAKMAP,Alaska Monitoring and Assessment Program,AKDECAKMAP-SDM17-W32-2012-12-25-Alk,Sample-Routine,Water,,2012-12-25,,,,,,,,,,,,,,Southeast Data Mining,Southeast Data Mining-2017,Chieftain Metals Inc.,AKDECAKMAP-SDM17-W32,Tulsequah River 2,Data obtained from Chieftain Metals; Tulsequah Chief Mine in BC,,,,58.7097800000,-133.6000000000,AKMAP 026,AKDECAKMAP,Grab,Grab,Water Bottle,STORET-906332786,,as CaCO3,"Alkalinity, total",,54,mg/L,,Final,,Actual,,,,,,,,,,analytical method not provided,,,,,,,,,,I2030,USDOI/USGS,Alkalinity in Water by Titration,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AKDECAKMAP/activities/AKDECAKMAP-SDM17-W32-2012-12-25-Alk/results/906332786/resdetectqntlmts,Method Detection Level,1000,mg/L,,2021-08-03T15:38:30,STORET
